id_odsp,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a
3338,2011/10/2,I1,2012,italy,Cesena,Chievo Verona,0,0,2.94,3.06,3
3339,2011/10/2,F1,2012,france,Paris Saint-Germain,Lyon,2,0,2.25,3.5,3.6
3340,2011/10/2,I1,2012,italy,Parma,Genoa,3,1,2.8,3.2,2.96
3341,2011/10/14,D1,2012,germany,Werder Bremen,Borussia Dortmund,0,2,3.65,3.75,2.16
3342,2011/10/15,E0,2012,england,Wigan,Bolton,1,3,2.58,3.35,3.15
3343,2011/10/15,I1,2012,italy,Napoli,Parma,1,2,1.5,4.4,9
3344,2011/10/15,SP1,2012,spain,Barcelona,Racing Santander,3,0,1.06,18,45.69
3345,2011/10/15,F1,2012,france,Montpellier,Dijon FCO,5,3,1.61,3.95,8
3346,2011/10/15,D1,2012,germany,Borussia Monchengladbach,Bayer Leverkusen,2,2,2.74,3.55,2.82
3347,2011/10/15,D1,2012,germany,VfB Stuttgart,TSG Hoffenheim,2,0,2.36,3.6,3.4
3348,2011/10/15,E0,2012,england,Chelsea,Everton,3,1,1.37,5.3,11.5
3349,2011/10/15,SP1,2012,spain,Real Madrid,Real Betis,4,1,1.19,9,19
3350,2011/10/15,F1,2012,france,Brest,Caen,1,1,2.25,3.16,4
3351,2011/10/15,D1,2012,germany,Schalke 04,Kaiserslautern,1,2,1.6,4.22,7
3352,2011/10/15,F1,2012,france,Lyon,AS Nancy Lorraine,3,1,1.43,4.8,9.61
3353,2011/10/15,E0,2012,england,Liverpool,Manchester Utd,1,1,2.8,3.2,3
3354,2011/10/15,D1,2012,germany,VfL Wolfsburg,Nurnberg,2,1,2.4,3.56,3.36
3355,2011/10/15,SP1,2012,spain,Getafe,Villarreal,0,0,2.42,3.55,3.2
3356,2011/10/15,F1,2012,france,AJ Auxerre,Lille,1,3,3.2,3.1,2.86
3357,2011/10/15,F1,2012,france,Nice,Bordeaux,3,0,2.86,3.25,2.86
3358,2011/10/15,SP1,2012,spain,Mallorca,Valencia,1,1,3.75,3.51,2.22
3359,2011/10/15,D1,2012,germany,Bayern Munich,Hertha Berlin,4,0,1.23,7.6,17
3360,2011/10/15,I1,2012,italy,Catania,Internazionale,2,1,3.25,3.21,2.68
3361,2011/10/15,F1,2012,france,Toulouse,Marseille,0,0,3.04,3.18,2.8
3362,2011/10/15,E0,2012,england,QPR,Blackburn,1,1,2.16,3.5,3.95
3363,2011/10/15,E0,2012,england,Stoke City,Fulham,2,0,2.5,3.3,3.34
3364,2011/10/15,D1,2012,germany,Mainz,FC Augsburg,0,1,1.68,4.09,6
3365,2011/10/15,I1,2012,italy,AC Milan,Palermo,3,0,1.47,4.8,8.6
3366,2011/10/15,SP1,2012,spain,Granada,Atletico Madrid,0,0,4.2,3.65,2
3367,2011/10/15,F1,2012,france,Evian Thonon Gaillard,St Etienne,1,2,2.96,3.1,2.94
3368,2011/10/15,E0,2012,england,Norwich City,Swansea,3,1,2.14,3.4,4.2
3369,2011/10/15,E0,2012,england,Manchester City,Aston Villa,4,1,1.35,5.5,12
3370,2011/10/16,I1,2012,italy,Lazio,AS Roma,2,1,2.56,3.35,3.15
3371,2011/10/16,I1,2012,italy,Cagliari,Siena,0,0,1.95,3.46,5.5
3372,2011/10/16,SP1,2012,spain,Real Zaragoza,Real Sociedad,2,0,2.12,3.5,4.01
3373,2011/10/16,E0,2012,england,Newcastle,Tottenham,2,2,3.13,3.56,2.5
3374,2011/10/16,I1,2012,italy,Genoa,Lecce,0,0,1.58,4.2,7.54
3375,2011/10/16,SP1,2012,spain,Levante,Malaga,3,0,3,3.3,2.71
3376,2011/10/16,D1,2012,germany,SC Freiburg,Hamburg SV,1,2,2.34,3.75,3.2
3377,2011/10/16,I1,2012,italy,Chievo Verona,Juventus,0,0,4.91,3.2,2.02
3378,2011/10/16,E0,2012,england,Arsenal,Sunderland,2,1,1.44,5,9
3379,2011/10/16,D1,2012,germany,FC Cologne,Hannover 96,2,0,2.8,3.65,2.69
3380,2011/10/16,SP1,2012,spain,Sevilla,Sporting Gijon,2,1,1.45,4.7,9.8
3381,2011/10/16,I1,2012,italy,Novara,Bologna,0,2,1.94,3.69,4.8
3382,2011/10/16,E0,2012,england,West Brom,Wolves,2,0,2.14,3.35,4.09
3383,2011/10/16,SP1,2012,spain,Rayo Vallecano,Espanyol,0,1,2.18,3.45,3.85
3384,2011/10/16,F1,2012,france,AC Ajaccio,Paris Saint-Germain,1,3,7.49,4,1.62
3385,2011/10/16,I1,2012,italy,Atalanta,Udinese,0,0,3.05,3.2,2.74
3386,2011/10/16,I1,2012,italy,Cesena,Fiorentina,0,0,3.5,3.2,2.48
3387,2011/10/16,F1,2012,france,Stade Rennes,Lorient,2,0,2.14,3.25,4.4
3388,2011/10/16,F1,2012,france,Valenciennes,Sochaux,3,0,2,3.5,4.76
3389,2011/10/17,SP1,2012,spain,Athletic Bilbao,Osasuna,3,1,1.72,3.95,6
3390,2011/10/21,D1,2012,germany,FC Augsburg,Werder Bremen,1,1,4.4,4,1.91
3391,2011/10/22,F1,2012,france,Sochaux,Evian Thonon Gaillard,1,1,2.02,3.35,4.7
3392,2011/10/22,F1,2012,france,Bordeaux,Brest,1,1,1.83,3.45,5.7
3393,2011/10/22,D1,2012,germany,Nurnberg,VfB Stuttgart,2,2,2.58,3.7,2.88
3394,2011/10/22,D1,2012,germany,Kaiserslautern,SC Freiburg,1,0,2.12,3.75,3.8
3395,2011/10/22,SP1,2012,spain,Barcelona,Sevilla,0,0,1.14,9.74,26
3396,2011/10/22,E0,2012,england,Newcastle,Wigan,1,0,1.6,4.2,7
3397,2011/10/22,SP1,2012,spain,Malaga,Real Madrid,0,4,7.5,5,1.5
3398,2011/10/22,E0,2012,england,Bolton,Sunderland,0,2,2.38,3.49,3.35
3399,2011/10/22,SP1,2012,spain,Sporting Gijon,Granada,2,0,1.91,3.6,4.94
3400,2011/10/22,D1,2012,germany,Hertha Berlin,Mainz,0,0,2.16,3.7,3.7
3401,2011/10/22,E0,2012,england,Aston Villa,West Brom,1,2,2.25,3.34,3.9
3402,2011/10/22,D1,2012,germany,Borussia Dortmund,FC Cologne,5,0,1.33,6.2,11.01
3403,2011/10/22,F1,2012,france,Marseille,AC Ajaccio,2,0,1.29,5.8,15.15
3404,2011/10/22,F1,2012,france,St Etienne,Valenciennes,1,0,2.24,3.1,4.3
3405,2011/10/22,I1,2012,italy,Fiorentina,Catania,2,2,1.84,3.55,5.8
3406,2011/10/22,D1,2012,germany,Hamburg SV,VfL Wolfsburg,1,1,2.24,3.7,3.72
3407,2011/10/22,F1,2012,france,Lorient,Toulouse,0,0,2.14,3.14,4.59
3408,2011/10/22,I1,2012,italy,Juventus,Genoa,2,2,1.56,4.2,8.47
3409,2011/10/22,D1,2012,germany,TSG Hoffenheim,Borussia Monchengladbach,1,0,2.15,3.5,3.95
3410,2011/10/22,E0,2012,england,Liverpool,Norwich City,1,1,1.31,6,13.09
3411,2011/10/22,SP1,2012,spain,Racing Santander,Espanyol,0,1,2.72,3.3,3
3412,2011/10/22,F1,2012,france,Caen,Montpellier,1,3,2.9,3.13,3.07
3413,2011/10/22,F1,2012,france,AS Nancy Lorraine,Nice,1,0,2.44,3.19,3.6
3414,2011/10/22,E0,2012,england,Wolves,Swansea,2,2,2.08,3.46,4.18
3415,2011/10/23,I1,2012,italy,Siena,Cesena,2,0,1.93,3.4,5.2
3416,2011/10/23,E0,2012,england,Fulham,Everton,1,3,2.25,3.43,3.7
3417,2011/10/23,D1,2012,germany,Bayer Leverkusen,Schalke 04,0,1,2.14,3.61,3.78
3418,2011/10/23,I1,2012,italy,Internazionale,Chievo Verona,1,0,1.62,3.85,7.8
3419,2011/10/23,I1,2012,italy,Udinese,Novara,3,0,1.47,4.5,9.6
3420,2011/10/23,SP1,2012,spain,Atletico Madrid,Mallorca,1,1,1.47,4.9,8.4
3421,2011/10/23,E0,2012,england,Arsenal,Stoke City,3,1,1.68,3.95,6.5
3422,2011/10/23,E0,2012,england,QPR,Chelsea,1,0,12,5.4,1.35
3423,2011/10/23,I1,2012,italy,Cagliari,Napoli,0,0,2.72,3.25,3.15
3424,2011/10/23,I1,2012,italy,Bologna,Lazio,0,2,4.2,3.4,2.1
3425,2011/10/23,SP1,2012,spain,Osasuna,Real Zaragoza,3,0,2.15,3.45,4.09
3426,2011/10/23,F1,2012,france,AJ Auxerre,Stade Rennes,0,1,2.86,3.05,3
3427,2011/10/23,SP1,2012,spain,Real Betis,Rayo Vallecano,0,2,1.9,3.65,4.9
3428,2011/10/23,SP1,2012,spain,Real Sociedad,Getafe,0,0,2.35,3.36,3.6
3429,2011/10/23,I1,2012,italy,AS Roma,Palermo,1,0,1.68,4,6.3
3430,2011/10/23,E0,2012,england,Manchester Utd,Manchester City,1,6,2.29,3.35,3.72
3431,2011/10/23,SP1,2012,spain,Villarreal,Levante,0,3,1.97,3.6,4.55
3432,2011/10/23,I1,2012,italy,Lecce,AC Milan,3,4,7.4,4,1.63
3433,2011/10/23,I1,2012,italy,Parma,Atalanta,1,2,2.34,3.2,3.82
3434,2011/10/23,F1,2012,france,Paris Saint-Germain,Dijon FCO,2,0,1.29,5.8,16.53
3435,2011/10/23,SP1,2012,spain,Valencia,Athletic Bilbao,1,1,1.83,3.8,5.2
3436,2011/10/23,D1,2012,germany,Hannover 96,Bayern Munich,2,1,9.64,5.01,1.43
3437,2011/10/23,F1,2012,france,Lille,Lyon,3,1,2.04,3.35,4.59
3438,2011/10/23,E0,2012,england,Blackburn,Tottenham,1,2,4.7,3.85,1.89
3439,2011/10/25,SP1,2012,spain,Sevilla,Racing Santander,2,2,1.5,4.5,8.4
3440,2011/10/25,I1,2012,italy,Juventus,Fiorentina,2,1,1.69,3.65,7.2
3441,2011/10/25,SP1,2012,spain,Granada,Barcelona,0,1,27.63,9,1.17
3442,2011/10/26,I1,2012,italy,AC Milan,Parma,4,1,1.37,5.17,12.65
3443,2011/10/26,I1,2012,italy,Novara,Siena,1,1,2.52,3.2,3.4
3444,2011/10/26,I1,2012,italy,Napoli,Udinese,2,0,1.9,3.36,5.6
3445,2011/10/26,SP1,2012,spain,Real Zaragoza,Valencia,0,1,3.95,3.6,2.15
3446,2011/10/26,SP1,2012,spain,Getafe,Osasuna,2,2,2.1,3.5,4.09
3447,2011/10/26,I1,2012,italy,Atalanta,Internazionale,1,1,3.3,3.3,2.54
3448,2011/10/26,I1,2012,italy,Chievo Verona,Bologna,0,1,2.06,3.2,4.8
3449,2011/10/26,SP1,2012,spain,Rayo Vallecano,Malaga,2,0,2.96,3.45,2.66
3450,2011/10/26,I1,2012,italy,Lazio,Catania,1,1,1.78,3.65,5.9
3451,2011/10/26,I1,2012,italy,Genoa,AS Roma,2,1,2.54,3.25,3.35
3452,2011/10/26,SP1,2012,spain,Mallorca,Sporting Gijon,1,2,2.2,3.45,3.8
3453,2011/10/26,SP1,2012,spain,Real Madrid,Villarreal,3,0,1.13,10,25.17
3454,2011/10/26,SP1,2012,spain,Levante,Real Sociedad,3,2,1.85,3.75,5
3455,2011/10/26,I1,2012,italy,Cesena,Cagliari,1,1,2.88,3.25,2.86
3456,2011/10/27,SP1,2012,spain,Espanyol,Real Betis,1,0,2.08,3.45,4.2
3457,2011/10/27,SP1,2012,spain,Athletic Bilbao,Atletico Madrid,3,0,2.54,3.55,3
3458,2011/10/27,I1,2012,italy,Palermo,Lecce,2,0,1.64,4.08,6.8
3459,2011/10/28,D1,2012,germany,SC Freiburg,Bayer Leverkusen,0,1,3.6,3.65,2.25
3460,2011/10/29,I1,2012,italy,AS Roma,AC Milan,2,3,3.15,3.29,2.6
3461,2011/10/29,SP1,2012,spain,Real Sociedad,Real Madrid,0,1,13.74,6.55,1.29
3462,2011/10/29,F1,2012,france,Paris Saint-Germain,Caen,4,2,1.43,4.8,10
3463,2011/10/29,E0,2012,england,Chelsea,Arsenal,3,5,1.7,4.05,6
3464,2011/10/29,SP1,2012,spain,Valencia,Getafe,3,1,1.58,4.13,7.6
3465,2011/10/29,F1,2012,france,Lyon,St Etienne,2,0,1.8,3.55,6
3466,2011/10/29,D1,2012,germany,Schalke 04,TSG Hoffenheim,3,1,2.09,3.5,4.09
3467,2011/10/29,E0,2012,england,Wigan,Fulham,0,2,3.25,3.42,2.5
3468,2011/10/29,SP1,2012,spain,Barcelona,Mallorca,5,0,1.1,12.95,34
3469,2011/10/29,F1,2012,france,Dijon FCO,Marseille,2,3,5.7,3.6,1.87
3470,2011/10/29,D1,2012,germany,VfL Wolfsburg,Hertha Berlin,2,3,2.31,3.55,3.4
3471,2011/10/29,D1,2012,germany,Bayern Munich,Nurnberg,4,0,1.17,9.19,23
3472,2011/10/29,D1,2012,germany,Borussia Monchengladbach,Hannover 96,2,1,2,3.75,4.28
3473,2011/10/29,E0,2012,england,Everton,Manchester Utd,0,1,4.34,3.59,2.06
3474,2011/10/29,E0,2012,england,West Brom,Liverpool,0,2,3.93,3.5,2.16
3475,2011/10/29,E0,2012,england,Sunderland,Aston Villa,2,2,2.02,3.53,4.4
3476,2011/10/29,E0,2012,england,Swansea,Bolton,3,1,2.1,3.6,4
3477,2011/10/29,SP1,2012,spain,Villarreal,Rayo Vallecano,2,0,2.14,3.4,4.09
3478,2011/10/29,F1,2012,france,Montpellier,AS Nancy Lorraine,2,0,1.65,3.8,7
3479,2011/10/29,E0,2012,england,Norwich City,Blackburn,3,3,2,3.65,4.2
3480,2011/10/29,I1,2012,italy,Catania,Napoli,2,1,3.1,3.16,2.75
3481,2011/10/29,D1,2012,germany,VfB Stuttgart,Borussia Dortmund,1,1,3.86,3.6,2.14
3482,2011/10/29,F1,2012,france,AC Ajaccio,Bordeaux,0,2,4.13,3.45,2.15
3483,2011/10/29,D1,2012,germany,Mainz,Werder Bremen,1,3,2.88,3.6,2.64
3484,2011/10/29,F1,2012,france,Evian Thonon Gaillard,AJ Auxerre,3,1,2.46,3.19,3.55
3485,2011/10/29,I1,2012,italy,Internazionale,Juventus,1,2,2.76,3.25,3.05
3486,2011/10/29,F1,2012,france,Brest,Lorient,3,1,2.84,3.05,3.05
3487,2011/10/29,E0,2012,england,Manchester City,Wolves,3,1,1.18,9.19,22.78
3488,2011/10/30,I1,2012,italy,Cagliari,Lazio,0,3,3.1,3.18,2.72
3489,2011/10/30,E0,2012,england,Tottenham,QPR,3,1,1.42,5.3,9.21
3490,2011/10/30,SP1,2012,spain,Osasuna,Levante,2,0,2.29,3.4,3.65
3491,2011/10/30,F1,2012,france,Valenciennes,Lille,0,0,4.09,3.22,2.22
3492,2011/10/30,I1,2012,italy,Lecce,Novara,1,1,2.18,3.35,4.11
3493,2011/10/30,SP1,2012,spain,Malaga,Espanyol,2,1,1.77,3.9,5.5
3494,2011/10/30,SP1,2012,spain,Sporting Gijon,Athletic Bilbao,1,1,3.1,3.35,2.6
3495,2011/10/30,D1,2012,germany,FC Cologne,FC Augsburg,3,0,2.02,3.65,4.2
3496,2011/10/30,SP1,2012,spain,Racing Santander,Real Betis,1,0,2.48,3.4,3.23
3497,2011/10/30,D1,2012,germany,Hamburg SV,Kaiserslautern,1,1,1.99,3.65,4.4
3498,2011/10/30,I1,2012,italy,Fiorentina,Genoa,1,0,2,3.42,4.74
3499,2011/10/30,F1,2012,france,Toulouse,Stade Rennes,1,0,2.88,3.05,3
3500,2011/10/30,F1,2012,france,Nice,Sochaux,1,1,2.2,3.16,4.21
3501,2011/10/30,I1,2012,italy,Siena,Chievo Verona,4,1,2.21,3.1,4.4
3502,2011/10/30,SP1,2012,spain,Atletico Madrid,Real Zaragoza,3,1,1.39,5.3,10
3503,2011/10/30,I1,2012,italy,Udinese,Palermo,1,0,1.76,3.8,5.9
3504,2011/10/30,I1,2012,italy,Parma,Cesena,2,0,2.02,3.35,4.9
3505,2011/10/30,I1,2012,italy,Bologna,Atalanta,3,1,2.82,3.2,2.96
3506,2011/10/31,E0,2012,england,Stoke City,Newcastle,1,3,2.04,3.38,4.59
3507,2011/10/31,SP1,2012,spain,Sevilla,Granada,1,2,1.41,5.09,10
3508,2011/11/4,D1,2012,germany,Mainz,VfB Stuttgart,3,1,2.6,3.7,2.86
3509,2011/11/5,D1,2012,germany,Borussia Dortmund,VfL Wolfsburg,5,1,1.33,5.83,12.39
3510,2011/11/5,E0,2012,england,Manchester Utd,Sunderland,1,0,1.29,6.2,14
3511,2011/11/5,D1,2012,germany,TSG Hoffenheim,Kaiserslautern,1,1,1.8,3.8,5.3
3512,2011/11/5,E0,2012,england,Aston Villa,Norwich City,3,2,1.91,3.75,4.59
3513,2011/11/5,E0,2012,england,Liverpool,Swansea,0,0,1.31,5.8,14
3514,2011/11/5,E0,2012,england,QPR,Manchester City,2,3,8.85,4.82,1.49
3515,2011/11/5,D1,2012,germany,Werder Bremen,FC Cologne,3,2,1.43,5.4,8.4
3516,2011/11/5,D1,2012,germany,Nurnberg,SC Freiburg,1,2,1.75,4.12,5.23
3517,2011/11/5,D1,2012,germany,Hertha Berlin,Borussia Monchengladbach,1,2,2.44,3.47,3.31
3518,2011/11/5,E0,2012,england,Blackburn,Chelsea,0,1,7,4.5,1.57
3519,2011/11/5,I1,2012,italy,Novara,AS Roma,0,2,3.9,3.6,2.14
3520,2011/11/5,D1,2012,germany,Bayer Leverkusen,Hamburg SV,2,2,1.72,4.09,5.5
3521,2011/11/5,F1,2012,france,Lille,Evian Thonon Gaillard,1,1,1.37,4.9,13.21
3522,2011/11/5,E0,2012,england,Arsenal,West Brom,3,0,1.39,5.4,11.75
3523,2011/11/5,SP1,2012,spain,Real Betis,Malaga,0,0,2.58,3.4,3.1
3524,2011/11/5,SP1,2012,spain,Mallorca,Sevilla,0,0,3.1,3.4,2.59
3525,2011/11/5,E0,2012,england,Newcastle,Everton,2,1,2.56,3.3,3.35
3526,2011/11/5,SP1,2012,spain,Levante,Valencia,0,2,3.2,3.56,2.42
3527,2011/11/5,I1,2012,italy,Palermo,Bologna,3,1,1.75,3.76,6.05
3528,2011/11/6,F1,2012,france,St Etienne,Montpellier,1,1,2.58,3.24,3.35
3529,2011/11/6,D1,2012,germany,Hannover 96,Schalke 04,2,2,2.68,3.45,2.96
3530,2011/11/6,SP1,2012,spain,Real Madrid,Osasuna,7,1,1.09,14.3,34
3531,2011/11/6,F1,2012,france,AS Nancy Lorraine,Brest,2,1,2.4,3.05,4.05
3532,2011/11/6,SP1,2012,spain,Granada,Racing Santander,0,0,2.12,3.41,4.5
3533,2011/11/6,SP1,2012,spain,Real Zaragoza,Sporting Gijon,2,2,2.27,3.4,3.75
3534,2011/11/6,F1,2012,france,AJ Auxerre,Toulouse,2,0,2.38,3.2,3.7
3535,2011/11/6,I1,2012,italy,Cesena,Lecce,0,1,2.04,3.4,4.59
3536,2011/11/6,F1,2012,france,Marseille,Nice,2,0,1.5,4.3,9.5
3537,2011/11/6,I1,2012,italy,Atalanta,Cagliari,1,0,2.24,3.2,4.09
3538,2011/11/6,E0,2012,england,Wolves,Wigan,3,1,2.04,3.61,4.86
3539,2011/11/6,SP1,2012,spain,Athletic Bilbao,Barcelona,2,2,11.5,5.9,1.36
3540,2011/11/6,I1,2012,italy,Udinese,Siena,2,1,1.76,3.7,6.58
3541,2011/11/6,D1,2012,germany,FC Augsburg,Bayern Munich,1,2,22.08,8.8,1.2
3542,2011/11/6,F1,2012,france,Stade Rennes,Valenciennes,1,1,1.86,3.45,5.5
3543,2011/11/6,F1,2012,france,Caen,Dijon FCO,3,0,1.98,3.35,5
3544,2011/11/6,SP1,2012,spain,Getafe,Atletico Madrid,3,2,3.4,3.65,2.27
3545,2011/11/6,I1,2012,italy,AC Milan,Catania,4,0,1.48,4.5,9.86
3546,2011/11/6,F1,2012,france,Sochaux,Lyon,2,1,4.16,3.39,2.25
3547,2011/11/6,E0,2012,england,Fulham,Tottenham,1,3,3.52,3.52,2.38
3548,2011/11/6,SP1,2012,spain,Espanyol,Villarreal,0,0,2.06,3.5,4.5
3549,2011/11/6,F1,2012,france,Lorient,AC Ajaccio,2,0,1.51,4.3,9.42
3550,2011/11/6,I1,2012,italy,Lazio,Parma,1,0,1.65,3.82,7.75
3551,2011/11/6,SP1,2012,spain,Rayo Vallecano,Real Sociedad,4,0,2.18,3.45,3.95
3552,2011/11/6,E0,2012,england,Bolton,Stoke City,5,0,2.69,3.43,3
3553,2011/11/6,F1,2012,france,Bordeaux,Paris Saint-Germain,1,1,3.1,3.11,2.76
3554,2011/11/6,I1,2012,italy,Chievo Verona,Fiorentina,1,0,3.5,3.15,2.56
3555,2011/11/18,F1,2012,france,Toulouse,Lille,0,0,3.22,3.1,2.7
3556,2011/11/18,D1,2012,germany,Kaiserslautern,Bayer Leverkusen,0,2,3.05,3.55,2.52
3557,2011/11/18,F1,2012,france,Lyon,Stade Rennes,1,2,1.95,3.42,5.53
3558,2011/11/19,I1,2012,italy,Napoli,Lazio,0,0,2.12,3.4,5.11
3559,2011/11/19,I1,2012,italy,Fiorentina,AC Milan,0,0,4.24,3.5,2.14
3560,2011/11/19,E0,2012,england,Manchester City,Newcastle,3,1,1.34,5.8,13
3561,2011/11/19,E0,2012,england,Stoke City,QPR,2,3,1.9,3.65,4.9
3562,2011/11/19,SP1,2012,spain,Barcelona,Real Zaragoza,4,0,1.09,15,51
3563,2011/11/19,D1,2012,germany,SC Freiburg,Hertha Berlin,2,2,2.72,3.63,3
3564,2011/11/19,F1,2012,france,Montpellier,Marseille,1,0,3.35,3.2,2.82
3565,2011/11/19,E0,2012,england,Norwich City,Arsenal,1,2,5.6,3.95,1.78
3566,2011/11/19,F1,2012,france,Nice,St Etienne,0,2,2.42,3.11,3.55
3567,2011/11/19,E0,2012,england,Everton,Wolves,2,1,1.65,3.99,6.8
3568,2011/11/19,E0,2012,england,Sunderland,Fulham,0,0,2.5,3.35,3.4
3569,2011/11/19,SP1,2012,spain,Valencia,Real Madrid,2,3,6,4.3,1.85
3570,2011/11/19,F1,2012,france,Evian Thonon Gaillard,Lorient,2,1,2.86,3.1,3.54
3571,2011/11/19,E0,2012,england,West Brom,Bolton,2,1,2.08,3.58,4.19
3572,2011/11/19,SP1,2012,spain,Villarreal,Real Betis,1,0,2.21,3.5,4.09
3573,2011/11/19,D1,2012,germany,Borussia Monchengladbach,Werder Bremen,5,0,2.46,3.6,3.15
3574,2011/11/19,E0,2012,england,Swansea,Manchester Utd,0,1,7.8,4.4,1.62
3575,2011/11/19,D1,2012,germany,VfL Wolfsburg,Hannover 96,4,1,2.63,3.6,3.1
3576,2011/11/19,E0,2012,england,Wigan,Blackburn,3,3,2.63,3.48,3
3577,2011/11/19,I1,2012,italy,Internazionale,Cagliari,2,1,1.64,4.09,7.8
3578,2011/11/19,D1,2012,germany,Schalke 04,Nurnberg,4,0,1.82,3.84,5.14
3579,2011/11/19,F1,2012,france,Dijon FCO,Bordeaux,2,0,3.54,3.2,2.52
3580,2011/11/19,F1,2012,france,AC Ajaccio,Caen,2,2,3.4,3.23,2.54
3581,2011/11/19,D1,2012,germany,Bayern Munich,Borussia Dortmund,0,1,1.65,4.3,6
3582,2011/11/20,F1,2012,france,Brest,Sochaux,2,0,2,3.3,5
3583,2011/11/20,D1,2012,germany,Hamburg SV,TSG Hoffenheim,2,0,2.44,3.65,3.1
3584,2011/11/20,F1,2012,france,Paris Saint-Germain,AS Nancy Lorraine,0,1,1.32,5.3,15.23
3585,2011/11/20,I1,2012,italy,Bologna,Cesena,0,1,2.17,3.25,4.4
3586,2011/11/20,SP1,2012,spain,Sporting Gijon,Getafe,2,1,2.44,3.4,3.3
3587,2011/11/20,I1,2012,italy,Siena,Atalanta,2,2,2.24,3.2,4.09
3588,2011/11/20,I1,2012,italy,Catania,Chievo Verona,1,2,2.16,3.2,4.41
3589,2011/11/20,I1,2012,italy,Genoa,Novara,1,0,1.63,3.95,7
3590,2011/11/20,I1,2012,italy,AS Roma,Lecce,2,1,1.41,5,10
3591,2011/11/20,D1,2012,germany,VfB Stuttgart,FC Augsburg,2,1,1.48,4.9,8.06
3592,2011/11/20,SP1,2012,spain,Osasuna,Rayo Vallecano,0,0,2.24,3.4,3.7
3593,2011/11/20,I1,2012,italy,Juventus,Palermo,3,0,1.42,4.97,10.18
3594,2011/11/20,I1,2012,italy,Parma,Udinese,2,0,2.92,3.2,2.86
3595,2011/11/20,E0,2012,england,Chelsea,Liverpool,1,2,1.9,3.8,4.7
3596,2011/11/20,F1,2012,france,Valenciennes,AJ Auxerre,2,1,2.22,3.1,4.38
3597,2011/11/20,SP1,2012,spain,Atletico Madrid,Levante,3,2,1.61,4.2,6.6
3598,2011/11/20,SP1,2012,spain,Real Sociedad,Espanyol,0,0,2.34,3.45,3.5
3599,2011/11/20,SP1,2012,spain,Sevilla,Athletic Bilbao,1,2,1.99,3.6,4.5
3600,2011/11/21,E0,2012,england,Tottenham,Aston Villa,2,0,1.48,4.8,8.19
3601,2011/11/21,SP1,2012,spain,Racing Santander,Malaga,1,3,3.62,3.4,2.4
3602,2011/11/25,I1,2012,italy,Udinese,AS Roma,2,0,2.46,3.45,3.26
3603,2011/11/25,D1,2012,germany,FC Cologne,Borussia Monchengladbach,0,3,3.85,3.6,2.17
3604,2011/11/26,E0,2012,england,Chelsea,Wolves,3,0,1.22,7.4,20.01
3605,2011/11/26,D1,2012,germany,Nurnberg,Kaiserslautern,1,0,2.06,3.65,4.07
3606,2011/11/26,F1,2012,france,Sochaux,Montpellier,1,3,3.55,3.19,2.46
3607,2011/11/26,I1,2012,italy,Atalanta,Napoli,1,1,3.15,3.2,2.7
3608,2011/11/26,E0,2012,england,Norwich City,QPR,2,1,2.18,3.58,3.75
3609,2011/11/26,D1,2012,germany,FC Augsburg,VfL Wolfsburg,2,0,2.93,3.65,2.56
3610,2011/11/26,E0,2012,england,Manchester Utd,Newcastle,1,1,1.37,5.2,11.93
3611,2011/11/26,E0,2012,england,Stoke City,Blackburn,3,1,1.91,3.97,4.59
3612,2011/11/26,E0,2012,england,Sunderland,Wigan,1,2,1.75,3.98,6.2
3613,2011/11/26,D1,2012,germany,Borussia Dortmund,Schalke 04,2,0,1.73,4.05,5.5
3614,2011/11/26,D1,2012,germany,Hertha Berlin,Bayer Leverkusen,3,3,2.96,3.6,2.56
3615,2011/11/26,SP1,2012,spain,Real Madrid,Atletico Madrid,4,1,1.22,8,17
3616,2011/11/26,I1,2012,italy,Lazio,Juventus,0,1,3.1,3.3,2.65
3617,2011/11/26,F1,2012,france,Lille,Brest,2,0,1.51,4.17,9.6
3618,2011/11/26,E0,2012,england,Arsenal,Fulham,1,1,1.57,4.4,7
3619,2011/11/26,D1,2012,germany,TSG Hoffenheim,SC Freiburg,1,1,1.79,3.99,5.3
3620,2011/11/26,E0,2012,england,West Brom,Tottenham,1,3,4.04,3.7,2.2
3621,2011/11/26,I1,2012,italy,Lecce,Catania,0,1,2.92,3.25,2.84
3622,2011/11/26,E0,2012,england,Bolton,Everton,0,2,3.54,3.46,2.4
3623,2011/11/26,F1,2012,france,AS Nancy Lorraine,Dijon FCO,1,2,2.14,3.24,4.5
3624,2011/11/26,F1,2012,france,Bordeaux,Caen,2,0,1.75,3.65,6.6
3625,2011/11/26,F1,2012,france,Toulouse,Valenciennes,2,0,2.44,3.1,3.7
3626,2011/11/26,F1,2012,france,St Etienne,AC Ajaccio,3,1,1.55,4.09,9.19
3627,2011/11/26,I1,2012,italy,Novara,Parma,2,1,2.9,3.21,2.94
3628,2011/11/26,F1,2012,france,Stade Rennes,Evian Thonon Gaillard,3,2,1.67,3.81,7.2
3629,2011/11/26,D1,2012,germany,Hannover 96,Hamburg SV,1,1,2.4,3.65,3.2
3630,2011/11/26,SP1,2012,spain,Rayo Vallecano,Valencia,1,2,3.45,3.6,2.27
