id_event,sort_order,time,text,event_type,side,event_team,opponent,player,fastBreak
419,50,45,Foul by Pedrinho (Lorient).,3,2,Lorient,Paris Saint-Germain,pedrinho,0
420,51,45,NenA?? (Paris Saint Germain) wins a free kick on the left wing.,8,1,Paris Saint-Germain,Lorient,nene,0
421,52,45,Attempt blocked. Mamadou Sakho (Paris Saint Germain) header from the centre of the box is blocked. Assisted by NenA?? with a cross.,1,1,Paris Saint-Germain,Lorient,mamadou sakho,0
422,53,46,Attempt missed. NenA?? (Paris Saint Germain) left footed shot from outside the box misses to the right. Assisted by Kevin Gameiro.,1,1,Paris Saint-Germain,Lorient,nene,0
423,54,47,Jacques-Alaixys Romao (Lorient) wins a free kick in the defensive half.,8,2,Lorient,Paris Saint-Germain,jacquesalaixys romao,0
424,55,47,Foul by JA??rA??my Menez (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,jeremy menez,0
425,56,47,"Offside, Paris Saint Germain. Kevin Gameiro tries a through ball, but Guillaume Hoarau is caught offside.",9,1,Paris Saint-Germain,Lorient,guillaume hoarau,0
426,57,49,Attempt missed. NenA?? (Paris Saint Germain) left footed shot from outside the box is just a bit too high. Assisted by Blaise Matuidi.,1,1,Paris Saint-Germain,Lorient,nene,0
427,58,50,"Corner,  Paris Saint Germain. Conceded by Pedrinho.",2,1,Paris Saint-Germain,Lorient,pedrinho,0
428,59,52,Pedrinho (Lorient) wins a free kick on the right wing.,8,2,Lorient,Paris Saint-Germain,pedrinho,0
429,60,52,Foul by NenA?? (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,nene,0
430,61,53,"Corner,  Lorient. Conceded by Mamadou Sakho.",2,2,Lorient,Paris Saint-Germain,mamadou sakho,0
431,62,53,Attempt missed. Yann Jouffre (Lorient) left footed shot from outside the box misses to the left. Assisted by Arnold Mvuemba with a headed pass following a corner.,1,2,Lorient,Paris Saint-Germain,yann jouffre,0
432,63,56,"Substitution, Paris Saint Germain. Mathieu Bodmer replaces Guillaume Hoarau.",7,1,Paris Saint-Germain,Lorient,NA,0
433,64,56,Jacques-Alaixys Romao (Lorient) wins a free kick in the defensive half.,8,2,Lorient,Paris Saint-Germain,jacquesalaixys romao,0
434,65,56,Foul by Mathieu Bodmer (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,mathieu bodmer,0
435,66,57,Yann Jouffre (Lorient) wins a free kick on the right wing.,8,2,Lorient,Paris Saint-Germain,yann jouffre,0
436,67,57,Foul by Siaka TiA??nA?? (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,siaka tiene,0
437,68,58,Attempt saved. Bruno Ecuele Manga (Lorient) right footed shot from outside the box is saved in the bottom right corner.,1,2,Lorient,Paris Saint-Germain,bruno ecuele manga,0
438,69,60,"Corner,  Lorient. Conceded by Siaka TiA??nA??.",2,2,Lorient,Paris Saint-Germain,siaka tia??na??,0
439,70,60,Attempt blocked. Jacques-Alaixys Romao (Lorient) header from the centre of the box is blocked. Assisted by Yann Jouffre with a cross.,1,2,Lorient,Paris Saint-Germain,jacquesalaixys romao,0
440,71,60,"Corner,  Lorient. Conceded by ClA??ment Chantome.",2,2,Lorient,Paris Saint-Germain,cla??ment chantome,0
441,72,62,Attempt saved. NenA?? (Paris Saint Germain) right footed shot from outside the box is saved in the centre of the goal. Assisted by Blaise Matuidi.,1,1,Paris Saint-Germain,Lorient,nene,0
442,73,63,NenA?? (Paris Saint Germain) wins a free kick in the attacking half.,8,1,Paris Saint-Germain,Lorient,nene,0
443,74,64,Mathieu Coutadeur (Lorient) wins a free kick in the defensive half.,8,2,Lorient,Paris Saint-Germain,mathieu coutadeur,0
444,75,64,Foul by Blaise Matuidi (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,blaise matuidi,0
445,76,65,"Offside, Lorient. Yann Jouffre tries a through ball, but Julien Quercia is caught offside.",9,2,Lorient,Paris Saint-Germain,julien quercia,0
446,77,66,Foul by Lucas Mareque (Lorient).,3,2,Lorient,Paris Saint-Germain,lucas mareque,0
447,78,66,Christophe Jallet (Paris Saint Germain) wins a free kick on the right wing.,8,1,Paris Saint-Germain,Lorient,christophe jallet,0
448,79,67,Yann Jouffre (Lorient) wins a free kick on the left wing.,8,2,Lorient,Paris Saint-Germain,yann jouffre,0
449,80,67,Foul by Christophe Jallet (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,christophe jallet,0
450,81,69,Mathieu Coutadeur (Lorient) wins a free kick in the attacking half.,8,2,Lorient,Paris Saint-Germain,mathieu coutadeur,0
451,82,69,Foul by Mamadou Sakho (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,mamadou sakho,0
452,83,70,"Substitution, Lorient. Jeremie Aliadiere replaces KA??vin Monnet-Paquet.",7,2,Lorient,Paris Saint-Germain,NA,0
453,84,70,Arnold Mvuemba (Lorient) hits the bar with a right footed shot from outside the box from a direct free kick.,1,2,Lorient,Paris Saint-Germain,arnold mvuemba,0
454,85,71,"Substitution, Paris Saint Germain. Jean Christophe Bahebeck replaces JA??rA??my Menez.",7,1,Paris Saint-Germain,Lorient,NA,0
455,86,72,Julien Quercia (Lorient) wins a free kick on the left wing.,8,2,Lorient,Paris Saint-Germain,julien quercia,0
456,87,72,Foul by Christophe Jallet (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,christophe jallet,0
457,88,76,Attempt blocked. Blaise Matuidi (Paris Saint Germain) left footed shot from outside the box is blocked.,1,1,Paris Saint-Germain,Lorient,blaise matuidi,0
458,89,77,"Corner,  Paris Saint Germain. Conceded by Bruno Ecuele Manga.",2,1,Paris Saint-Germain,Lorient,bruno ecuele manga,0
459,90,77,Attempt saved. Milan Bisevac (Paris Saint Germain) left footed shot from outside the box is saved in the bottom left corner.,1,1,Paris Saint-Germain,Lorient,milan bisevac,0
460,91,78,Attempt missed. Kevin Gameiro (Paris Saint Germain) right footed shot from outside the box is high and wide to the right. Assisted by Jean Christophe Bahebeck.,1,1,Paris Saint-Germain,Lorient,kevin gameiro,0
461,92,78,"Substitution, Lorient. Lynel Kitambala replaces Julien Quercia.",7,2,Lorient,Paris Saint-Germain,NA,0
462,93,79,"Offside, Lorient. Jeremie Aliadiere tries a through ball, but KA??vin Monnet-Paquet is caught offside.",9,2,Lorient,Paris Saint-Germain,kevin monnetpaquet,0
463,94,80,Attempt saved. Arnold Mvuemba (Lorient) left footed shot from outside the box is saved in the bottom right corner. Assisted by Yann Jouffre.,1,2,Lorient,Paris Saint-Germain,arnold mvuemba,0
464,95,82,"Substitution, Lorient. Maxime Baca replaces Yann Jouffre.",7,2,Lorient,Paris Saint-Germain,NA,0
465,96,82,"Substitution, Paris Saint Germain. Mevlut Erding replaces Blaise Matuidi.",7,1,Paris Saint-Germain,Lorient,NA,0
466,97,82,"Corner,  Paris Saint Germain. Conceded by Jacques-Alaixys Romao.",2,1,Paris Saint-Germain,Lorient,jacquesalaixys romao,0
467,98,83,"Corner,  Paris Saint Germain. Conceded by GrA??gory Bourillon.",2,1,Paris Saint-Germain,Lorient,gra??gory bourillon,0
468,99,84,Foul by Jacques-Alaixys Romao (Lorient).,3,2,Lorient,Paris Saint-Germain,jacquesalaixys romao,0
469,100,84,Mathieu Bodmer (Paris Saint Germain) wins a free kick on the left wing.,8,1,Paris Saint-Germain,Lorient,mathieu bodmer,0
470,101,85,Attempt saved. NenA?? (Paris Saint Germain) left footed shot from outside the box is saved in the top left corner. Assisted by Christophe Jallet.,1,1,Paris Saint-Germain,Lorient,nene,0
471,102,85,"Corner,  Paris Saint Germain. Conceded by Fabien Audard.",2,1,Paris Saint-Germain,Lorient,fabien audard,0
472,103,87,"Offside, Paris Saint Germain. NenA?? tries a through ball, but Mevlut Erding is caught offside.",9,1,Paris Saint-Germain,Lorient,mevlut erdinc,0
473,104,88,Foul by Arnold Mvuemba (Lorient).,3,2,Lorient,Paris Saint-Germain,arnold mvuemba,0
474,105,88,Mathieu Bodmer (Paris Saint Germain) wins a free kick in the defensive half.,8,1,Paris Saint-Germain,Lorient,mathieu bodmer,0
475,106,88,Arnold Mvuemba (Lorient) is shown the yellow card for a bad foul.,4,2,Lorient,Paris Saint-Germain,arnold mvuemba,0
476,107,89,Foul by Lynel Kitambala (Lorient).,3,2,Lorient,Paris Saint-Germain,lynel kitambala,0
477,108,89,ClA??ment Chantome (Paris Saint Germain) wins a free kick in the attacking half.,8,1,Paris Saint-Germain,Lorient,clement chantome,0
478,109,89,Lynel Kitambala (Lorient) is shown the yellow card for a bad foul.,4,2,Lorient,Paris Saint-Germain,lynel kitambala,0
479,110,89,Jeremie Aliadiere (Lorient) wins a free kick in the defensive half.,8,2,Lorient,Paris Saint-Germain,jeremie aliadiere,0
480,111,89,Foul by Siaka TiA??nA?? (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,siaka tiene,0
481,112,90,Lynel Kitambala (Lorient) wins a free kick on the right wing.,8,2,Lorient,Paris Saint-Germain,lynel kitambala,0
482,113,90,Foul by NenA?? (Paris Saint Germain).,3,1,Paris Saint-Germain,Lorient,nene,0
483,114,90,"Corner,  Lorient. Conceded by Christophe Jallet.",2,2,Lorient,Paris Saint-Germain,christophe jallet,0
484,1,1,Attempt blocked. GrA??gory Pujol (Valenciennes) header from the right side of the six yard box is blocked. Assisted by Mathieu Dossevi with a cross.,1,2,Valenciennes,Caen,gregory pujol,0
485,2,2,Attempt missed. Romain Hamouma (Caen) left footed shot from outside the box misses to the right.,1,1,Caen,Valenciennes,romain hamouma,0
486,3,4,Renaud Cohade (Valenciennes) wins a free kick in the attacking half.,8,2,Valenciennes,Caen,renaud cohade,0
487,4,4,Foul by Gregory Proment (Caen).,3,1,Caen,Valenciennes,gregory proment,0
488,5,5,Foul by Carlos SA??nchez (Valenciennes).,3,2,Valenciennes,Caen,carlos sanchez,0
489,6,5,Benjamin Nivet (Caen) wins a free kick in the attacking half.,8,1,Caen,Valenciennes,benjamin nivet,0
490,7,7,Attempt missed. Jerry Van Dam (Caen) left footed shot from the right side of the box is too high. Assisted by Nicolas Seube.,1,1,Caen,Valenciennes,jerry van dam,0
491,8,8,GrA??gory Pujol (Valenciennes) wins a free kick in the attacking half.,8,2,Valenciennes,Caen,gregory pujol,0
492,9,8,Foul by Thomas Heurtaux (Caen).,3,1,Caen,Valenciennes,thomas heurtaux,0
493,10,16,Benjamin Nivet (Caen) wins a free kick in the attacking half.,8,1,Caen,Valenciennes,benjamin nivet,0
494,11,16,Foul by Isimat Mirin (Valenciennes).,3,2,Valenciennes,Caen,isimat mirin,0
495,12,17,Foul by Carlos SA??nchez (Valenciennes).,3,2,Valenciennes,Caen,carlos sanchez,0
496,13,17,Gregory Proment (Caen) wins a free kick in the attacking half.,8,1,Caen,Valenciennes,gregory proment,0
497,14,17,Carlos SA??nchez (Valenciennes) is shown the yellow card for a bad foul.,4,2,Valenciennes,Caen,carlos sanchez,0
498,15,18,Mathieu Dossevi (Valenciennes) wins a free kick on the right wing.,8,2,Valenciennes,Caen,mathieu dossevi,0
499,16,18,Foul by FrA??dA??ric Bulot (Caen).,3,1,Caen,Valenciennes,frederic bulot,0
500,17,19,"Corner,  Valenciennes. Conceded by Alexandre Raineau.",2,2,Valenciennes,Caen,alexandre raineau,0
501,18,19,Attempt missed. Benjamin Angoua (Valenciennes) header from very close range is too high. Assisted by Mathieu Dossevi with a cross following a corner.,1,2,Valenciennes,Caen,benjamin angoua,0
502,19,21,"Corner,  Valenciennes. Conceded by Jerry Van Dam.",2,2,Valenciennes,Caen,jerry van dam,0
503,20,21,Alexandre Raineau (Caen) wins a free kick in the defensive half.,8,1,Caen,Valenciennes,alexandre raineau,0
504,21,21,Foul by Renaud Cohade (Valenciennes).,3,2,Valenciennes,Caen,renaud cohade,0
505,22,25,"Attempt missed. Pierre-Alain Frau (Caen) left footed shot from outside the box is close, but misses the top left corner. Assisted by Gregory Leca.",1,1,Caen,Valenciennes,pierrealain frau,0
506,23,25,Foul by Alexandre Raineau (Caen).,3,1,Caen,Valenciennes,alexandre raineau,0
507,24,25,RA??mi Gomis (Valenciennes) wins a free kick on the right wing.,8,2,Valenciennes,Caen,remi gomis,0
508,25,26,"Corner,  Valenciennes. Conceded by Jerry Van Dam.",2,2,Valenciennes,Caen,jerry van dam,0
509,26,27,"Offside, Caen. Romain Hamouma tries a through ball, but FrA??dA??ric Bulot is caught offside.",9,1,Caen,Valenciennes,frederic bulot,0
510,27,27,Foul by Alexandre Raineau (Caen).,3,1,Caen,Valenciennes,alexandre raineau,0
511,28,27,RA??mi Gomis (Valenciennes) wins a free kick in the defensive half.,8,2,Valenciennes,Caen,remi gomis,0
512,29,28,"Corner,  Valenciennes. Conceded by Alexandre Raineau.",2,2,Valenciennes,Caen,alexandre raineau,0
513,30,29,"Attempt missed. Mathieu Dossevi (Valenciennes) header from a difficult angle on the left is close, but misses the top left corner. Assisted by GaA??l Danic with a cross.",1,2,Valenciennes,Caen,mathieu dossevi,0
514,31,30,"Corner,  Caen. Conceded by Benjamin Angoua.",2,1,Caen,Valenciennes,benjamin angoua,0
515,32,31,Attempt saved. GaA??l Danic (Valenciennes) left footed shot from outside the box is saved in the bottom right corner. Assisted by Mathieu Dossevi.,1,2,Valenciennes,Caen,gael danic,0
516,33,33,Attempt blocked. Gregory Proment (Caen) left footed shot from outside the box is blocked. Assisted by Benjamin Nivet.,1,1,Caen,Valenciennes,gregory proment,0
517,34,33,"Attempt missed. Pierre-Alain Frau (Caen) header from the centre of the box is close, but misses to the left. Assisted by FrA??dA??ric Bulot with a cross.",1,1,Caen,Valenciennes,pierrealain frau,0
518,35,34,"Goal!  Caen 1, Valenciennes 0. Gregory Proment (Caen) right footed shot from outside the box to the top right corner. Assisted by Nicolas Seube.",1,1,Caen,Valenciennes,gregory proment,0
519,36,36,"Offside, Valenciennes. GaA??l Danic tries a through ball, but GrA??gory Pujol is caught offside.",9,2,Valenciennes,Caen,gregory pujol,0
520,37,37,Attempt saved. GaA??l Danic (Valenciennes) header from the centre of the box is saved in the top left corner. Assisted by David Ducourtioux with a cross.,1,2,Valenciennes,Caen,gael danic,0
521,38,38,"Corner,  Valenciennes. Conceded by Jerry Van Dam.",2,2,Valenciennes,Caen,jerry van dam,0
522,39,40,"Attempt missed. Pierre-Alain Frau (Caen) right footed shot from outside the box is close, but misses to the left. Assisted by Romain Hamouma.",1,1,Caen,Valenciennes,pierrealain frau,0
523,40,41,Pierre-Alain Frau (Caen) wins a free kick in the defensive half.,8,1,Caen,Valenciennes,pierrealain frau,0
524,41,41,Foul by Isimat Mirin (Valenciennes).,3,2,Valenciennes,Caen,isimat mirin,0
525,42,42,Alexandre Raineau (Caen) wins a free kick on the left wing.,8,1,Caen,Valenciennes,alexandre raineau,0
526,43,42,Foul by RA??mi Gomis (Valenciennes).,3,2,Valenciennes,Caen,remi gomis,0
527,44,42,Hand ball by FrA??dA??ric Bulot (Caen).,10,1,Caen,Valenciennes,frederic bulot,0
528,45,43,Attempt saved. GaA??tan Bong (Valenciennes) left footed shot from outside the box is saved in the centre of the goal.,1,2,Valenciennes,Caen,gaetan bong,0
529,46,43,Attempt saved. GrA??gory Pujol (Valenciennes) right footed shot from the right side of the six yard box is saved in the bottom right corner.,1,2,Valenciennes,Caen,gregory pujol,0
530,47,45,Foul by Thomas Heurtaux (Caen).,3,1,Caen,Valenciennes,thomas heurtaux,0
531,48,45,Mathieu Dossevi (Valenciennes) wins a free kick in the attacking half.,8,2,Valenciennes,Caen,mathieu dossevi,0
532,49,45,Attempt missed. Mathieu Dossevi (Valenciennes) right footed shot from the centre of the box is too high following a set piece situation.,1,2,Valenciennes,Caen,mathieu dossevi,0
533,50,48,Attempt blocked. GrA??gory Pujol (Valenciennes) right footed shot from outside the box is blocked. Assisted by RA??mi Gomis.,1,2,Valenciennes,Caen,gregory pujol,0
534,51,49,"Offside, Caen. Alexis ThA??baux tries a through ball, but Pierre-Alain Frau is caught offside.",9,1,Caen,Valenciennes,pierrealain frau,0
535,52,52,Attempt saved. Romain Hamouma (Caen) left footed shot from outside the box is saved in the top centre of the goal.,1,1,Caen,Valenciennes,romain hamouma,0
536,53,54,Attempt saved. FrA??dA??ric Bulot (Caen) header from the centre of the box is saved in the centre of the goal. Assisted by Pierre-Alain Frau with a cross.,1,1,Caen,Valenciennes,frederic bulot,0
537,54,60,"Corner,  Valenciennes. Conceded by Jerry Van Dam.",2,2,Valenciennes,Caen,jerry van dam,0
538,55,62,"Corner,  Valenciennes. Conceded by Gregory Leca.",2,2,Valenciennes,Caen,gregory leca,0
539,56,64,"Corner,  Caen. Conceded by Isimat Mirin.",2,1,Caen,Valenciennes,isimat mirin,0
540,57,66,"Corner,  Valenciennes. Conceded by Gregory Proment.",2,2,Valenciennes,Caen,gregory proment,0
541,58,66,Jerry Van Dam (Caen) wins a free kick in the defensive half.,8,1,Caen,Valenciennes,jerry van dam,0
542,59,66,Foul by Benjamin Angoua (Valenciennes).,3,2,Valenciennes,Caen,benjamin angoua,0
543,60,67,Attempt saved. GaA??l Danic (Valenciennes) left footed shot from the left side of the box is saved in the bottom right corner. Assisted by Mathieu Dossevi.,1,2,Valenciennes,Caen,gael danic,0
544,61,69,"Substitution, Valenciennes. Foued Kadir replaces Mathieu Dossevi.",7,2,Valenciennes,Caen,NA,0
545,62,70,Hand ball by Nicolas Seube (Caen).,10,1,Caen,Valenciennes,nicolas seube,0
546,63,70,"Substitution, Caen. Damien Marcq replaces Gregory Proment.",7,1,Caen,Valenciennes,NA,0
547,64,71,Foul by FrA??dA??ric Bulot (Caen).,3,1,Caen,Valenciennes,frederic bulot,0
548,65,71,Carlos SA??nchez (Valenciennes) wins a free kick in the defensive half.,8,2,Valenciennes,Caen,carlos sanchez,0
549,66,72,Pierre-Alain Frau (Caen) wins a free kick in the defensive half.,8,1,Caen,Valenciennes,pierrealain frau,0
550,67,72,Foul by Isimat Mirin (Valenciennes).,3,2,Valenciennes,Caen,isimat mirin,0
551,68,74,Foul by Damien Marcq (Caen).,3,1,Caen,Valenciennes,damien marcq,0
552,69,74,Benjamin Angoua (Valenciennes) wins a free kick in the attacking half.,8,2,Valenciennes,Caen,benjamin angoua,0
553,70,75,Damien Marcq (Caen) is shown the yellow card for a bad foul.,4,1,Caen,Valenciennes,damien marcq,0
554,71,77,Nicolas Seube (Caen) wins a free kick in the defensive half.,8,1,Caen,Valenciennes,nicolas seube,0
555,72,77,Foul by Carlos SA??nchez (Valenciennes).,3,2,Valenciennes,Caen,carlos sanchez,0
556,73,81,"Substitution, Valenciennes. Mamadou Samassa replaces Renaud Cohade.",7,2,Valenciennes,Caen,NA,0
557,74,81,"Substitution, Caen. JA??rA??my Sorbon replaces Jerry Van Dam.",7,1,Caen,Valenciennes,NA,0
558,75,83,JA??rA??my Sorbon (Caen) wins a free kick on the right wing.,8,1,Caen,Valenciennes,jeremy sorbon,0
559,76,83,Nicolas Seube (Caen) wins a free kick on the right wing.,8,1,Caen,Valenciennes,nicolas seube,0
560,77,83,Foul by GaA??l Danic (Valenciennes).,3,2,Valenciennes,Caen,gael danic,0
561,78,84,Foul by Gregory Leca (Caen).,3,1,Caen,Valenciennes,gregory leca,0
562,79,84,Mamadou Samassa (Valenciennes) wins a free kick in the attacking half.,8,2,Valenciennes,Caen,mamadou samassa,0
563,80,87,Attempt blocked. FrA??dA??ric Bulot (Caen) left footed shot from outside the box is blocked.,1,1,Caen,Valenciennes,frederic bulot,0
564,81,87,"Corner,  Caen. Conceded by David Ducourtioux.",2,1,Caen,Valenciennes,david ducourtioux,0
565,82,88,"Corner,  Valenciennes. Conceded by Damien Marcq.",2,2,Valenciennes,Caen,damien marcq,0
566,83,88,Attempt blocked. Foued Kadir (Valenciennes) left footed shot from the right side of the box is blocked.,1,2,Valenciennes,Caen,foued kadir,0
567,84,88,"Corner,  Valenciennes. Conceded by Alexandre Raineau.",2,2,Valenciennes,Caen,alexandre raineau,0
568,85,88,Attempt saved. RA??mi Gomis (Valenciennes) header from the centre of the box is saved in the top centre of the goal. Assisted by Foued Kadir with a cross.,1,2,Valenciennes,Caen,remi gomis,0
569,86,88,"Corner,  Valenciennes. Conceded by Gregory Leca.",2,2,Valenciennes,Caen,gregory leca,0
570,87,90,Attempt missed. Romain Hamouma (Caen) right footed shot from outside the box misses to the left. Assisted by Damien Marcq.,1,1,Caen,Valenciennes,romain hamouma,0
